"EVENTID","ORGANIZATION","WATERBODYCODE","WATERBODYNAME","STATIONCODE","STATIONNAME","SAMPLEDATETIME","SOURCESAMPLEID","BOTTOMDEPTH","COLLECTIONMETHOD","ACTIVITYTYPE","SAMPLEDEPTH","SAMPLECOMMENT","LABNAME","ACCESSIONNUM","RESULTSETCOMMENT","CHARACTERISTICNAME","CASNO","RESULTQUALIFIER","RESULTMEASURE","RESULTMEASUREUNIT","REPORTINGLIMIT","METHODDETECTLIMIT","ANALYTICALMETHOD","OUTSIDEDETECTIONLIMIT","RESULTCOMMENT",
00150731-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-04-06 13:25:00,150731,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,50,mg/L,,,,N,,
00150731-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-04-06 13:25:00,150731,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.04,mg/L,,,,N,,
00150731-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-04-06 13:25:00,150731,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,7,mg/L,,,,N,,
00150731-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-04-06 13:25:00,150731,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,2.1,NTU,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,6.8,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Field Data,0.000,,,,,Temp Field,na,,13,deg C,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,C,0.003,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,BOD,na,,1.14,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,0,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,50,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,61,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.39,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.03,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.12,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.05,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,8.14,None,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,101,uS/cm,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,93,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,50,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.06,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,13,mg/L,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,1.2,NTU,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Arsenic,7440-38-2,<,3,ug/l,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Boron,7440-42-8,<,50,ug/l,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Cadmium,7440-43-9,<,1,ug/l,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chromium,7440-47-3,<,5,ug/l,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Copper,7440-50-8,,10,ug/l,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Iron,7439-89-6,,260,ug/l,,,,N,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Lead,7439-92-1,<,5,ug/l,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Mercury,7439-97-6,<,0.5,ug/l,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Selenium,7782-49-2,<,1,ug/l,,,,Y,,
00150732-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-06-14 11:50:00,150732,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Zinc,7440-66-6,,10,ug/l,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Field Data,0.000,,,,,DO mg/L,7782-44-7,,7.8,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Field Data,0.000,,,,,Temp Field,na,,13.5,deg C,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,"Ammonia, Unionized",na,C,0.003,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,0,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,COD,na,,14.3,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,52,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,63,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.24,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.02,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.11,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.06,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,pH Lab,12408-02-5,,8.06,None,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,SpC Lab,na,,105,uS/cm,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TDS Lab,na,,99,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total Alkalinity as CaCO3,na,,52,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Total P,7723-14-0,,0.06,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,TSS,na,,15,mg/L,,,,N,,
00150733-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-08-02 11:20:00,150733,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Turbidity Lab,na,,1.6,NTU,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ammonia N,7664-41-7,<,0.1,mg/L,,,,Y,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,BOD,na,,1.65,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Chloride,16887-00-6,,0,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CaCO3,3812-32-6,,0,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,CO3 as CO3,3812-32-6,,0,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as CaCO3,71-52-3,,52,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,HCO3 as HCO3,71-52-3,,63,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Kjeldahl N,7727-37-9,,0.22,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate N,14797-55-8,,0.02,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Nitrate NO3,14797-55-8,,0.1,mg/L,,,,N,,
00150734-0,Nevada Division of Environmental Protection,NV06-SC-55-A_00,Thomas Creek at the national forest boundary,SB10,Thomas Creek @ North Timberline Drive &[STBT03Thomas-3],1988-10-05 11:45:00,150734,,Unknown,Laboratory Results,0.000,,Nevada State Health Lab,,,Ortho P,14265-44-2,,0.04,mg/L,,,,N,,
